City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,sisimiut,80,GL,1528090042,93,66.94,-53.67,25.12,2.15
385,okhotsk,0,RU,1528090043,68,59.36,143.24,51.94,2.82
386,carovigno,0,IT,1528088100,56,40.71,17.66,71.6,3.36
387,paamiut,92,GL,1528090043,91,61.99,-49.67,38.26,3.71
388,hamilton,75,BM,1528088100,88,32.3,-64.78,77.0,11.41
389,aasiaat,24,GL,1528090044,93,68.71,-52.87,30.97,4.72
390,creston,1,US,1528089300,67,41.06,-94.36,60.8,4.7
391,sabinas hidalgo,0,MX,1528090044,42,26.51,-100.18,83.71,9.64
392,kamareddi,0,IN,1528090044,49,18.32,78.34,96.31,9.08
393,bereza,0,UA,1528090044,78,51.73,33.88,68.5,9.08
394,puerto el triunfo,40,SV,1528088100,83,13.27,-88.55,78.8,2.24
395,sydney,75,AU,1528088400,82,-33.85,151.22,64.4,17.22
396,broken hill,0,AU,1528090045,59,-31.97,141.45,60.22,11.77
397,rujewa,0,TZ,1528090045,58,-8.7,34.38,61.75,5.39
398,yumen,0,CN,1528090045,21,40.29,97.04,82.72,3.49
399,moerai,8,PF,1528090045,100,-22.43,-151.33,74.8,16.35
400,yulara,0,AU,1528088400,11,-25.24,130.99,69.8,10.29
401,cherepovets,32,RU,1528090046,56,59.13,37.92,61.84,16.46
402,lebyazhye,0,RU,1528086600,55,59.96,29.42,60.8,11.18
403,cabedelo,75,BR,1528089000,94,-6.97,-34.84,73.4,8.05
404,dicabisagan,24,PH,1528090047,90,17.08,122.42,86.14,5.61
405,kulhudhuffushi,80,MV,1528090047,100,6.62,73.07,81.46,15.23
406,saryg-sep,44,RU,1528090047,56,51.49,95.55,54.1,3.38
407,abu dhabi,0,AE,1528084800,41,24.47,54.37,93.2,13.87
408,northam,20,GB,1528087800,93,51.04,-4.21,60.8,2.24
409,tayu,20,JP,1528086600,69,35.06,136.67,75.2,14.99
410,ouro preto do oeste,0,BR,1528090048,74,-10.75,-62.22,65.44,5.28
411,tshane,0,BW,1528090048,41,-24.02,21.87,42.22,2.93
412,hay river,20,CA,1528088400,75,60.82,-115.79,44.6,5.82
413,tsabong,0,BW,1528090048,59,-26.02,22.4,35.65,2.93
414,trinidad,68,UY,1528090048,89,-33.52,-56.9,44.92,8.52
415,port hawkesbury,1,CA,1528088400,99,45.62,-61.36,32.0,5.82
416,nuevo progreso,75,US,1528088100,83,26.05,-97.95,82.4,12.75
417,dickson,1,US,1528088160,88,36.08,-87.39,69.8,3.15
418,balabac,0,PH,1528090049,100,7.99,117.06,85.78,3.27
419,zaraza,0,VE,1528090049,84,9.35,-65.33,76.87,6.17
420,nantucket,90,US,1528089540,100,41.28,-70.1,48.2,11.41
421,makurdi,56,NG,1528090050,100,7.73,8.54,72.46,3.94
422,pokaran,0,IN,1528090050,32,26.93,71.92,100.0,15.46
423,cabo san lucas,20,MX,1528087260,78,22.89,-109.91,75.2,6.4
424,palmas de monte alto,32,BR,1528090050,86,-14.26,-43.16,69.94,8.52
425,nobeoka,76,JP,1528090050,75,32.66,131.66,70.12,2.93
426,clyde river,90,CA,1528088700,92,70.47,-68.59,28.4,6.93
427,fare,100,PF,1528090051,100,-16.7,-151.02,78.76,15.79
428,kaka,0,TM,1528090051,60,37.35,59.62,69.04,5.61
429,prince george,90,CA,1528088400,87,53.92,-122.75,46.4,8.05
430,gubkinskiy,92,RU,1528090051,100,64.43,76.5,43.93,11.88
431,chor,0,PK,1528090051,38,25.52,69.77,99.82,18.81
432,portlethen,90,GB,1528087800,93,57.05,-2.13,50.0,10.29
433,aykhal,0,RU,1528090052,52,65.95,111.51,65.26,10.42
434,petropavlovsk-kamchatskiy,76,RU,1528086600,27,53.05,158.65,64.4,22.37
435,talas,0,TR,1528087800,62,38.69,35.55,57.2,1.12
436,mahmudabad,48,IR,1528090052,100,36.63,52.26,65.44,3.38
437,dzhebariki-khaya,20,RU,1528090053,30,62.22,135.8,63.1,3.94
438,longview,1,US,1528088100,83,32.5,-94.74,77.0,5.82
439,jalu,0,LY,1528090053,29,29.03,21.55,78.22,4.05
440,teguldet,76,RU,1528090053,35,57.31,88.17,60.31,9.19
441,kilindoni,0,TZ,1528090053,97,-7.91,39.67,79.48,15.9
442,dogondoutchi,20,NE,1528090053,82,13.64,4.03,76.96,3.71
443,severo-kurilsk,92,RU,1528090054,92,50.68,156.12,41.32,4.38
444,campo verde,75,PE,1528088400,94,-8.47,-74.81,68.0,9.17
445,urucara,20,BR,1528090054,89,-2.54,-57.76,76.78,2.15
446,walvis bay,0,NA,1528088400,61,-22.95,14.51,50.0,5.73
447,lamu,76,ID,1528090054,91,0.57,122.3,80.56,2.93
448,shelburne,90,CA,1528088940,100,44.08,-80.2,62.6,3.36
449,tallahassee,75,US,1528089300,83,30.44,-84.28,78.8,3.36
450,baykit,36,RU,1528090055,77,61.68,96.39,53.47,4.94
451,adrar,8,DZ,1528088400,21,27.87,-0.29,80.6,5.82
452,aswan,0,EG,1528084800,31,24.09,32.9,77.0,1.12
453,yerbogachen,0,RU,1528090055,42,61.28,108.01,66.97,4.61
454,inhambane,75,MZ,1528088400,88,-23.87,35.38,66.2,6.93
455,mount isa,0,AU,1528088400,18,-20.73,139.49,71.6,11.41
456,helong,32,CN,1528090056,82,25.94,116.13,81.19,3.49
457,esmeraldas,0,BR,1528088400,77,-19.76,-44.31,64.4,8.05
458,ha tinh,32,VN,1528089855,100,18.33,105.9,83.62,14.23
459,verkhoyansk,92,RU,1528090057,98,67.55,133.39,48.07,3.6
460,camacari,40,BR,1528088400,78,-12.7,-38.32,80.6,9.17
461,kargasok,92,RU,1528090057,97,59.06,80.87,47.71,8.97
462,diego de almagro,0,CL,1528090057,81,-26.39,-70.05,45.01,1.48
463,alekseyevsk,76,RU,1528090057,48,57.84,108.35,63.01,6.4
464,hof,1,DE,1528088160,100,50.32,11.92,57.2,4.61
465,kvarkeno,0,RU,1528090058,62,52.08,59.73,68.32,18.25
466,dingle,32,PH,1528090058,73,11.0,122.67,87.76,6.17
467,staryy nadym,92,RU,1528090059,97,65.61,72.68,35.83,11.43
468,saint-pierre,0,FR,1528088400,93,48.95,4.24,62.6,5.82
469,poum,0,MK,1528084800,93,41.28,20.71,50.0,2.24
470,vardo,90,US,1528088880,93,39.62,-77.74,59.0,4.7
471,merauke,64,ID,1528090060,73,-8.49,140.4,83.35,12.55
472,havoysund,75,NO,1528087800,100,71.0,24.66,41.0,13.87
473,port arthur,20,US,1528089300,83,29.9,-93.93,75.2,6.85
474,berlevag,75,NO,1528087800,86,70.86,29.09,41.0,16.11
475,cam ranh,92,VN,1528090061,100,11.92,109.15,77.14,10.2
476,jiwani,0,PK,1528090061,72,25.05,61.74,90.37,7.29
477,ingraj bazar,80,IN,1528090061,99,25.0,88.15,78.49,11.43
478,anadyr,90,RU,1528086600,100,64.73,177.51,37.4,20.13
479,elat,80,CM,1528090061,96,2.91,11.16,71.65,2.93
480,shetpe,0,KZ,1528090062,23,44.14,52.16,77.14,9.08
481,miri,48,NG,1528090062,91,10.31,9.75,70.84,3.04
482,bahia honda,44,CU,1528090062,92,22.9,-83.16,75.25,3.27
483,inirida,88,CO,1528090062,97,3.87,-67.92,73.9,0.92
484,nome,1,US,1528088100,83,30.04,-94.42,75.2,6.93
485,altstatten,0,CH,1528087800,77,47.38,9.55,62.6,2.24
486,senneterre,90,CA,1528088700,93,48.39,-77.24,53.6,6.93
487,bambanglipuro,76,ID,1528090063,48,-7.95,110.28,91.9,3.6
488,cancun,75,MX,1528087200,100,21.17,-86.85,75.2,3.94
489,burnie,8,AU,1528090063,100,-41.05,145.91,55.9,13.78
490,kansanshi,0,ZM,1528090064,62,-12.1,26.43,53.47,9.75
491,grafton,68,AU,1528090064,91,-29.69,152.93,59.77,3.94
492,richmond,75,CA,1528088400,81,49.16,-123.14,55.4,9.17
493,vertientes,75,CU,1528087800,100,21.26,-78.15,73.4,3.36
494,elumalai,40,IN,1528088400,59,9.86,77.7,91.4,3.36
495,eydhafushi,48,MV,1528090065,100,5.1,73.07,81.28,13.0
496,mgachi,0,RU,1528090065,82,51.05,142.27,55.36,3.27
497,verkhniy tagil,76,RU,1528090065,65,57.37,59.96,52.03,6.51
498,fortuna,0,ES,1528088400,82,38.18,-1.13,62.6,3.36
499,tieli,88,CN,1528090066,61,46.98,128.05,69.22,10.98
500,mount gambier,80,AU,1528090066,97,-37.83,140.78,52.3,4.16
501,pitimbu,75,BR,1528089000,94,-7.47,-34.81,73.4,8.05
502,laguna,0,MX,1528090066,70,27.52,-110.01,76.15,2.37
503,hailey,20,US,1528087800,58,43.52,-114.32,57.2,8.05
504,kjollefjord,75,NO,1528087800,86,70.95,27.35,41.0,16.11
505,genhe,0,CN,1528090067,49,50.78,121.52,62.02,9.31
506,oranjemund,0,ZA,1528090067,93,-28.55,16.43,60.04,17.58
507,lulea,0,SE,1528087800,43,65.58,22.15,50.0,24.16
508,ocosingo,92,MX,1528090067,95,16.91,-92.09,63.82,2.04
509,timoteo,88,BR,1528090067,83,-19.58,-42.64,66.16,5.84
510,chingirlau,64,KZ,1528090068,40,51.09,54.08,71.2,16.35
511,erie,75,US,1528088160,72,42.13,-80.09,64.4,11.41
512,port-cartier,5,CA,1528088400,69,50.03,-66.88,33.8,8.05
513,egvekinot,92,RU,1528090068,96,66.32,-179.17,35.29,2.26
514,port blair,92,IN,1528089783,100,11.67,92.75,77.32,14.45
515,atar,0,MR,1528090068,44,20.52,-13.05,72.55,3.83
516,gifhorn,75,DE,1528087800,93,52.48,10.54,60.8,2.24
517,saldanha,64,PT,1528090069,84,41.42,-6.55,51.4,6.4
518,avera,1,US,1528088100,73,33.19,-82.53,82.4,5.82
519,tura,56,IN,1528090069,96,25.52,90.21,80.47,2.26
520,basna,0,IN,1528090069,24,25.97,73.75,101.17,14.0
521,samoded,92,RU,1528090070,99,63.61,40.52,44.65,9.53
522,nishihara,1,JP,1528088160,30,35.74,139.53,84.2,3.36
523,kyshtovka,12,RU,1528090070,67,56.56,76.62,56.26,16.24
524,tombouctou,0,ML,1528090070,43,16.77,-3.01,85.69,16.24
525,mangrol,0,IN,1528090070,22,25.33,76.51,105.4,16.91
526,tromso,75,NO,1528087800,75,69.65,18.96,41.0,14.99
527,muros,75,ES,1528088400,100,42.77,-9.06,50.0,3.36
528,srostki,32,RU,1528090071,51,52.42,85.7,68.68,13.67
529,dudinka,88,RU,1528090071,92,69.41,86.18,36.46,22.5
530,bilma,12,NE,1528090071,20,18.69,12.92,82.0,3.94
531,bad kreuznach,40,DE,1528088160,100,49.84,7.87,66.2,4.7
532,san quintin,40,PH,1528084800,63,17.54,120.52,91.4,9.17
533,porto novo,40,BR,1528088400,87,-23.68,-45.44,57.2,2.93
534,tanhacu,64,BR,1528090072,100,-14.02,-41.25,66.61,2.93
535,harper,1,US,1528088100,61,30.3,-99.24,82.4,6.62
536,kingsland,1,US,1528088100,74,30.8,-81.69,80.6,11.41
537,tevriz,56,RU,1528090073,77,57.51,72.4,47.71,9.98
538,labuhan,20,ID,1528090073,67,-2.54,115.51,87.67,3.15
539,vestmannaeyjar,68,IS,1528090073,98,63.44,-20.27,46.81,3.04
540,komsomolskoye,20,UA,1528090073,79,45.02,34.02,64.36,2.37
541,aquiraz,40,BR,1528088400,88,-3.9,-38.39,78.8,5.82
542,monroe,90,US,1528089480,67,41.91,-83.4,64.4,12.75
543,bubaque,0,GW,1528088400,74,11.28,-15.83,78.8,4.7
544,keetmanshoop,0,NA,1528088400,60,-26.57,18.15,42.8,2.82
545,kayes,88,ML,1528090074,78,14.44,-11.44,77.68,8.97
546,wells,0,GB,1528087800,100,51.21,-2.64,60.8,8.05
547,rybnaya sloboda,0,RU,1528086600,87,55.46,50.14,60.8,6.71
548,muzhi,36,RU,1528090075,94,65.4,64.7,34.12,13.22
549,abha,0,SA,1528088400,47,18.22,42.5,77.0,2.37
550,pedana,0,IN,1528088400,41,16.26,81.15,96.8,6.93
551,berdigestyakh,0,RU,1528090075,30,62.1,126.7,68.05,3.71
552,nurota,0,UZ,1528086600,18,40.56,65.69,73.4,6.93
553,port-gentil,80,GA,1528089801,99,-0.72,8.78,77.86,9.31
554,la plata,0,AR,1528088400,87,-34.92,-57.95,50.0,2.24
